path,label
20230101_methane_mixing_ratio_id_1503.tif,0.00024914737737503846
20230101_methane_mixing_ratio_id_7352.tif,0.997333284090198
20230101_methane_mixing_ratio_id_7566.tif,0.9970226563696231
20230103_methane_mixing_ratio_id_4574.tif,0.0006118565214457402
20230103_methane_mixing_ratio_id_5449.tif,0.9970565976569798
20230104_methane_mixing_ratio_id_2384.tif,0.00048636509350591666
20230105_methane_mixing_ratio_id_4690.tif,0.9886500892874573
20230106_methane_mixing_ratio_id_7965.tif,0.000545824719857885
20230107_methane_mixing_ratio_id_7467.tif,0.9941789249058873
20230107_methane_mixing_ratio_id_9907.tif,0.0012521047483370963
20230108_methane_mixing_ratio_id_7566.tif,0.9964729415054924
20230109_methane_mixing_ratio_id_0462.tif,0.9984977304511498
20230109_methane_mixing_ratio_id_0765.tif,0.9935467992767125
20230109_methane_mixing_ratio_id_2542.tif,0.994652294995689
20230110_methane_mixing_ratio_id_9482.tif,0.9983555611757816
20230111_methane_mixing_ratio_id_0716.tif,0.00037561357464476164
20230111_methane_mixing_ratio_id_3773.tif,0.0019015524416313837
20230111_methane_mixing_ratio_id_5510.tif,0.0009616371266962004
20230111_methane_mixing_ratio_id_7820.tif,0.9981981945701341
20230112_methane_mixing_ratio_id_9912.tif,0.0006770502875750172
20230114_methane_mixing_ratio_id_8701.tif,0.9961230144616476
20230115_methane_mixing_ratio_id_2863.tif,0.04204093352313707
20230116_methane_mixing_ratio_id_9715.tif,0.9979825375160135
20230117_methane_mixing_ratio_id_5045.tif,0.00042428529119129335
20230117_methane_mixing_ratio_id_5654.tif,0.0003182014941824808
20230118_methane_mixing_ratio_id_5045.tif,0.0007335373929598754
20230118_methane_mixing_ratio_id_5654.tif,0.00023559165797888565
20230118_methane_mixing_ratio_id_6084.tif,0.9895137755512536
20230119_methane_mixing_ratio_id_5929.tif,0.0863069293392743
20230120_methane_mixing_ratio_id_4456.tif,0.013011557427055473
20230120_methane_mixing_ratio_id_6551.tif,0.9986736089336725
20230120_methane_mixing_ratio_id_6707.tif,0.013473459036099854
20230120_methane_mixing_ratio_id_8446.tif,0.9986736089336725
20230120_methane_mixing_ratio_id_9028.tif,0.9986736089336725
20230121_methane_mixing_ratio_id_3733.tif,0.9914386053890737
20230121_methane_mixing_ratio_id_9912.tif,0.0006541163324865984
20230122_methane_mixing_ratio_id_5510.tif,0.05689841916719159
20230122_methane_mixing_ratio_id_6675.tif,0.9943086925146335
20230124_methane_mixing_ratio_id_4690.tif,0.9932557018600072
20230124_methane_mixing_ratio_id_5045.tif,0.0006692912931660832
20230125_methane_mixing_ratio_id_3773.tif,0.0002284618322683653
20230126_methane_mixing_ratio_id_8815.tif,0.9966472403792279
20230128_methane_mixing_ratio_id_5726.tif,0.9968347073840464
20230129_methane_mixing_ratio_id_2708.tif,0.0005224774057319638
20230129_methane_mixing_ratio_id_4690.tif,0.00038163377472251583
20230129_methane_mixing_ratio_id_9482.tif,0.9981776070095775
20230130_methane_mixing_ratio_id_0462.tif,0.9983872344414173
20230130_methane_mixing_ratio_id_4287.tif,0.9966433046548763
20230202_methane_mixing_ratio_id_6707.tif,0.000222535712364331
20230203_methane_mixing_ratio_id_7566.tif,0.9981036769399797
20230204_methane_mixing_ratio_id_5491.tif,0.9946799524774177
20230206_methane_mixing_ratio_id_3348.tif,0.996954303842544
20230207_methane_mixing_ratio_id_5491.tif,0.2658775642176431
20230207_methane_mixing_ratio_id_6084.tif,0.9972108797337574
20230207_methane_mixing_ratio_id_6310.tif,0.8925805715768994
20230210_methane_mixing_ratio_id_2040.tif,0.9972633112682294
20230210_methane_mixing_ratio_id_2774.tif,0.9978784809632937
20230210_methane_mixing_ratio_id_3353.tif,0.997950175124835
20230210_methane_mixing_ratio_id_9715.tif,0.9978784809632937
20230211_methane_mixing_ratio_id_3733.tif,0.9979909174882223
20230213_methane_mixing_ratio_id_6148.tif,0.9972971872931241
20230213_methane_mixing_ratio_id_6310.tif,0.998394586160004
20230213_methane_mixing_ratio_id_6707.tif,0.0005255237913296223
20230214_methane_mixing_ratio_id_6707.tif,0.001060952064019244
20230215_methane_mixing_ratio_id_6518.tif,0.9637859604814646
20230217_methane_mixing_ratio_id_5654.tif,0.7133752584420966
20230220_methane_mixing_ratio_id_2146.tif,0.9301356974294179
20230220_methane_mixing_ratio_id_2384.tif,0.00023948523357908202
20230221_methane_mixing_ratio_id_2774.tif,0.9918872635696326
20230221_methane_mixing_ratio_id_4690.tif,0.0037696662664493965
20230221_methane_mixing_ratio_id_5510.tif,0.0011149771636455353
20230222_methane_mixing_ratio_id_2146.tif,0.9950576889307535
20230222_methane_mixing_ratio_id_4574.tif,0.0015433280710630253
20230222_methane_mixing_ratio_id_4690.tif,0.9950576889307535
20230222_methane_mixing_ratio_id_5315.tif,0.2865800513053918
20230222_methane_mixing_ratio_id_5654.tif,0.9950576889307535
20230222_methane_mixing_ratio_id_9715.tif,0.0004554940864339238
20230223_methane_mixing_ratio_id_5510.tif,0.0004569984500500915
20230225_methane_mixing_ratio_id_2274.tif,0.9975871231696638
20230227_methane_mixing_ratio_id_9028.tif,0.9980400735940395
20230301_methane_mixing_ratio_id_7566.tif,0.9961721996623105
20230302_methane_mixing_ratio_id_3130.tif,0.7739260816266387
20230302_methane_mixing_ratio_id_4287.tif,0.998499211728818
20230302_methane_mixing_ratio_id_6218.tif,0.994296706931695
20230305_methane_mixing_ratio_id_6127.tif,0.9981471313608823
20230306_methane_mixing_ratio_id_4456.tif,0.0013710188217990298
20230306_methane_mixing_ratio_id_5510.tif,0.0005785872299879047
20230306_methane_mixing_ratio_id_9912.tif,0.06286883292569455
20230308_methane_mixing_ratio_id_4456.tif,0.00042891471652846635
20230309_methane_mixing_ratio_id_4690.tif,0.00018525391864324914
20230309_methane_mixing_ratio_id_5654.tif,0.00018525391864324914
20230312_methane_mixing_ratio_id_2708.tif,0.0004431719613812887
20230313_methane_mixing_ratio_id_6707.tif,0.5193541998402862
20230314_methane_mixing_ratio_id_2274.tif,0.9980169352286442
20230315_methane_mixing_ratio_id_2708.tif,0.0007840218989301009
20230322_methane_mixing_ratio_id_0859.tif,0.38388568885204744
20230324_methane_mixing_ratio_id_0859.tif,0.0007795080714267315
20230327_methane_mixing_ratio_id_5587.tif,0.009260955772635072
20230327_methane_mixing_ratio_id_6707.tif,0.0002707858649644233
20230328_methane_mixing_ratio_id_6426.tif,0.00783231166641252
20230328_methane_mixing_ratio_id_9907.tif,0.029013370837506647
20230403_methane_mixing_ratio_id_1503.tif,0.00045750989962640276
20230403_methane_mixing_ratio_id_4574.tif,0.00022157507661772527
20230404_methane_mixing_ratio_id_5510.tif,0.0008504451114361148
20230404_methane_mixing_ratio_id_6675.tif,0.9413518039181913
20230405_methane_mixing_ratio_id_3773.tif,0.21148617666512484
20230405_methane_mixing_ratio_id_4456.tif,0.0006693976048926033
20230406_methane_mixing_ratio_id_8773.tif,0.14421308728889495
